제목,내용,기사 URL,단어 5가지
,,https://www.hani.co.kr/arti/culture/music/1090435.html,
"‘뉴진스의 아버지’ 250의 첫 단독공연, 싱크 넥스트에 뜬다-국민일보","지난해 음반 ‘뽕’으로 한국대중음악상을 휩쓴 프로듀서 겸 작곡가 250(왼쪽)과 여성 스트리트 댄서 그룹 프라우드먼의 리더 모니카는 올해 세종문화회관의 싱크 넥스트에 참여한다. 세종문화회관3일 세종문화회관 S씨어터에서 열린 ‘싱크 넥스트’ 기자간담회에 아티스트들이 모여 있다. 세종문화회관지난 3월 열린 제20회 한국대중음악상의 주인공은 DJ, 프로듀서 그리고 작곡가인 250(이오공·본명 이호형)이었다. 250은 트로트를 기본으로 한 일렉트로닉 음반 ‘뽕’으로 올해의 음반, 올해의 음악인 등 4개 부문에서 수상했다. 이로써 250은 한국대중음악상 20년 역사상 단 2차례밖에 없었던 한 해 최다 수상 타이기록을 보유하게 됐으며, ‘뽕’은 일렉트로닉 장르 최초의 올해의 음반 수상작이 됐다. 250은 걸그룹 뉴진스의 첫 앨범 메인 프로듀서이자 ‘하입 보이’ ‘어텐션’ ‘디토’ 등을 작곡했는데 뉴진스 역시 올해의 신인, 최우수 K팝 음반, 최우수 K팝 노래 등 3개 부문에서 수상했다.250이 음반 발매 후 첫 단독 공연을 연다. 세종문화회관이 예술적 실험과 도전, 동시대성을 표방하며 지난해 여름 시작한 ‘싱크 넥스트’를 통해서다. 올해 ‘싱크 넥스트’는 7월 6일부터 9월 10일까지 67일간 S씨어터에서 12편이 33회 열린다. 250의 무대는 7월 15일 ‘아직도 모르시나요’라는 제목으로 공연한다. 3일 세종문화회관 S씨어터에서 열린 ‘싱크 넥스트’ 기자간담회에 참석한 250은 “앨범 ‘뽕’의 감성을 흠뻑 느낄 수 있는 무대가 될 것”이라며 “콜라텍이나 무도장 같은 분위기의 공연을 생각하고 있다”고 밝혔다.이번 ‘싱크 넥스트’에는 250 이외에도 다양한 장르의 예술가들이 대거 참여한다. 여성 스트리트 댄서 그룹 프라우드먼의 리더 모니카와 프로듀서 겸 보컬리스트 시피카(CIFIKA)는 퍼포먼스 ‘쓰인 적 없는 ㅅ(시옷)’(8월 18~20일)을, 얼터너티브 팝 밴드 이날치는 새 멤버 영입 후 처음 선보이는 앨범의 라이브 무대(8월 3~5일)를 선보인다. 싱어송라이터이자 영화감독인 이랑과 안무가 겸 배우 모어는 낭독과 음악, 퍼포먼스, 시 등으로 구성된 ‘왜 내가 너의 친구라고 말하지 않는 것인가’(8월 8일)를, 디자이너이자 연출가인 정구호와 안무가 김성훈은 학교 폭력을 다룬 창작 무용 ‘그리멘토’(9월 7~10일)를 꾸민다.이밖에 안무가 김재덕이 6명의 안무가와 함께 펼치는 ‘몸으로 몸한다’(7월 6~8일), 극단 ‘코끼리들이 웃는다’의 관객 참여형 공연 ‘물질’(7월 20∼23일), R&B 싱어송라이터 서사무엘과 수화 아티스트 지후트리의 ‘그러면 사랑 얘기는 누가 하지’(7월 28~30일), 인디밴드 너드커넥션과 미디어 아티스트 현지원의 ‘테라리움’(8월 12∼13일), ‘잠비나이’ 멤버 이일우와 서울시국악관현악단 단원들이 함께하는 ‘광광, 굉굉’(8월 15일), 리서치그룹 궁리소 묻다의 ‘우주 양자 마음’도 눈에 띈다. 가수이자 배우인 ‘전방위 예술가’ 백현진은 실험극 ‘백현진 쑈: 공개방송’(9월 1∼3일)을 선보인다.안호상 세종문화회관 사장은 “세종문화회관의 활동들이 우리 사회가 요구하는 복잡성에 비해 너무 단조롭지 않았나 생각한다”면서 “‘싱크 넥스트’는 대중이 기대하는 예술활동, 예술가들의 다양한 관점과 고민을 담아보고자 한다”고 취지를 밝혔다.장지영 선임기자 jyjang@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr) , 무단전재 및 수집, 재배포금지",https://news.kmib.co.kr/article/view.asp?arcid=0018227034&code=61171211&cp=nv,"세종,문화,회관,싱크,넥스트"
"""블핑과 뉴진스만 기록했던""…피프티 피프티, 6주 연속 '핫100'","""블핑과 뉴진스만 기록했던""…피프티 피프티, 6주 연속 '핫100'[Dispatch=김다은기자] ‘피프티 피프티’가 빌보드에서 최고 기록을 갈아치웠다. 6주 동안 한 번도 쉬지 않고 꾸준히 상승세를 띠고 있다.빌보드는 3일 최신차트(5월 6일자)를 발표했다. 피프티 피프티는 신곡 ‘큐피드’로 메인 음원 차트 ‘핫100’ 41위에 올랐다.역대 K팝 걸그룹이 핫100에서 쓴 기록 중 4번째로 높은 순위다. 블랙핑크의 ‘핑크 베놈’ (22위), ‘셧 다운’(25위), ‘하 유 라이크 댓’(33위)이 기록을 세웠다.6주 연속 빌보드에 진입했다. 피프티 피프티는 지난달 1일 해당 차트에 100위로 진입했다. 2주차 94위, 3주차 85위, 4주차 60위, 5주차 50위로 매주 새 기록을 썼다.이는 유의미한 기록이다. '핫100'에 6주 연속 진입한 3번째 K팝 걸그룹이 됐다. 블랙핑크, 뉴진스가 앞서 기록을 보유하고 있었다.빌보드 다른 차트에서도 선전 중이다. ‘빌보드 글로벌 200’(미국 제외)에서도 8위로 이름을 올렸다.한편 ‘큐피드’는 지난 2월 24일 발표된 첫 번째 싱글의 타이틀 곡이다. 디스코 팝 장르로, 편안한 리듬과 레트로풍 선율이 특징이다.<사진제공=어트랙트, 빌보드 차트>",http://www.dispatch.co.kr/2248325,"프티,기록,빌보드,차트,주차"
"BTS·세븐틴·르세라핌·뉴진스, 'K팝 톱' 넘어 새 역사 기록중…글로벌 역대급 성과","방탄소년단과 세븐틴, 르세라핌, 뉴진스 등 하이브 레이블즈 아티스트들이 K팝 톱을 넘어 글로벌 역사 수준의 기록을 거듭 탄생시키고 있다.3일 빅히트뮤직·플레디스엔터·쏘스뮤직·어도어 등 하이브 레이블즈 측은 최근 국내외 차트발표를 인용, 아티스트들의 글로벌 기록갱신 행보들을 전했다.전해진 바에 따르면 방탄소년단과 세븐틴, 르세라핌, 뉴진스 등 아티스트들은 빌보드·오리콘 등 글로벌 차트는 물론 스포티파이·멜론 등 국내외 스트리밍 지표, 피지컬앨범 등 전반적인 부분에서 역대급 기록을 내고 있다.먼저 방탄소년단은 활동명 Agust D를 앞세운 슈가와 데뷔 첫 솔로행보에 나선 지민 등 두 멤버를 필두로 그룹 성과에 필적하는 기록을 내고 있다.슈가는 지난달 21일 Agust D로 발표한 솔로 앨범 ‘D-DAY’와 타이틀곡 '해금'으로 '핫100' 58위, '빌보드200' 2위 등 미국 빌보드 메인차트에서 최상위를 차지한 데 이어, ‘톱 앨범 세일즈’, ‘톱 커런트 앨범’, ‘톱 랩 앨범’, ‘월드 앨범’, ‘디지털 송 세일즈’, ‘랩 디지털 송 세일즈’, ‘월드 디지털 송 세일즈’ 등 세부적인 차트에서 정상을 기록하는 등 압도적인 성과를 이뤘다.또 지민은 슈가와 미국 빌보드 메인차트 타이기록을 낸 이후, 첫 솔로 앨범 ‘FACE’(빌보드200 70위), 타이틀곡 ‘Like Crazy’(핫 100 97위) 등 5주 연속 차트인 릴레이를 거듭하며 글로벌 아티스트 감각을 드러냈다.세븐틴은 최근 발표한 미니 10집 ‘FML’로 초동판매고 455만214장이라는 역대급 초동 기록을 냈던 데 이어, 동일 앨범으로 일본 오리콘 차트에서 주간 디지털 앨범, 앨범 랭킹 정상을 잇따라 차지하는 등 압도적인 실력발휘를 하고 있다.미국 빌보드의 공식집계 반영과 함께, 오는 8일 공개될 더블 타이틀곡 중 하나인 ‘F*ck My Life’ 뮤직비디오를 기점으로 한 또 다른 글로벌 기록이 기대되고 있다.르세라핌은 첫 정규앨범 ‘UNFORGIVEN’로 발매 당일 밀리언셀링(102만 4034장) 기록과 함께, K-팝 걸그룹 중 첫 날 판매고 1위 기록을 달성하며 화제의 중심이 되고 있다.또 타이틀곡 ‘UNFORGIVEN (feat. Nile Rodgers)’로 벅스(2위), 멜론(4위), 지니(7위) 등 국내 음원차트 최상위, 타이틀곡 뮤비 2000만뷰 돌파 등 데뷔 1년만의 수직상승 성과가 현재진행형으로 이뤄지고 있음이 주목된다.뉴진스는 Ditto와 OMG에 이어, Hype boy 등으로 스포티파이 3억 스트리밍을 달성한 데 이어, 오리콘 누적재생 1위(Ditto)를 기록하는 등 꾸준히 롱런을 달성하고 있다.이는 오는 8월 일본 '서머소닉' 출격확정과 함께 미국 골드하우스 2023년 ‘A100’ 선정 등으로 이어지며 '글로벌 막내 온 탑'으로서의 존재감을 가늠케 한다.이처럼 방탄소년단과 세븐틴, 르세라핌, 뉴진스 등 하이브 레이블즈 아티스트들은 국내외를 아우르는 K팝 역사를 새롭게 쓰고 있다.전자신문인터넷 박동선 기자 (dspark@etnews.com)",https://www.etnews.com/20230503000130,"기록,앨범,차트,글로벌,빌보드"
"카카오 장윤중·CJ ENM 정우성·뉴진스, '영향력 있는 아시아 100인'","1황철순, 주가조작 가담 의혹 부인…""난 주식 모르는 똥멍청이""예능 프로그램에 출연해 얼굴을 알린 헬스 트레이너 황철순이 주가 조작 가담 의혹을 부인했다. 3일 황철순은 자신의 인스타그램에 ""3일 전부터 많은 기자분께서 (헬스장을) 뚫고 들어오신다""며 ""나는 주식도 모르는 똥멍청이이며 투자 제안도 받아본 적이 없으며 아직 피해 사실이 확인된 바 없다""고 적었다. ""운동과 관련되지 않은 부분에 대해서는 어떤 말씀이나 책임 있는 설명을 해드릴 수 없는 위치라는 것을 이해해 주시기 바란다""며 ""그렇게 많은 인터뷰를 해도 기사 한 토막 안 나간 이유는 내 얘기가 영양가가 없다는 얘기""라고",http://www.newsis.com/view/?id=NISX20230502_0002288317&cID=10601&pID=10600,"황철순,가담,의혹,부인,주식"
"뉴진스·수지·송혜교도 한 ‘공주머리’, 유행 또 돌아왔다",,https://www.chosun.com/culture-life/fashion-beauty/2023/05/03/VR57RLPQMZDNBNKNNVJGWMOUX4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,
"뉴진스, 日오리콘 해외 女가수 최단 1억 스트리밍 [연예뉴스 HOT]",걸그룹 뉴진스가 일본 오리콘 차트에서 해외 여성 가수 중 가장 빠른 속도로 1억 스트리밍을 달성했다. 3일 오리콘이 발표한 주간 스트리밍 랭킹(5월8일자)에 따르면 뉴진스가 지난해 12월 19일 공개한 노래 ‘디토’는 19주 만에 누적 재생수 1억 회를 돌파했다. 소속사 어도어는 “오리콘 차트에서 1억 회 넘게 스트리밍된 해외 여성 아티스트의 곡 가운데 최단 기간 신기록”이라면서 “해외 남녀 아티스트 통틀어서는 역대 4위”라고 설명했다. 뉴진스는 ‘디토’가 실린 싱글 ‘OMG’로 올해 1월 오리콘 주간 합산 싱글 랭킹에서 두 차례 정상을 차지했다.이승미 기자 smlee@donga.com,https://sports.donga.com/article/all/20230503/119131065/1,"오리콘,뉴진스,해외,스트리밍,차트"
"뉴진스, 'ZERO' 뮤직비디오 비하인드 컷 공개","'뉴진스'의 독보적인 매력이 가득 담긴 사진들이 공개됐다.2일 코카-콜라는 브랜드 모델로 활약하고 있는 뉴진스의 짜릿한 표정과 상큼한 에너지로 가득 찬 비하인드 사진들을 공개했다.앞서 코카-콜라는 글로벌 앰버서더로 뉴진스를 선정하며 코카-콜라 제로의 짜릿함을 색다르고 트렌디하게 전하기 위해 나섰다. 가장 첫 행보로 코카-콜라의 글로벌 뮤직 플랫폼 '코-크 스튜디오(Coke Studio)'와의 협업을 통해 CM송 'Zero'를 발매한 데 이어 뉴진스가 코카-콜라 제로와 함께 떠나는 즐거운 여행 모습을 담은 뮤직비디오도 공개하는 등 다양한 활동을 이어가고 있다.신곡 'Zero'는 익숙한 '코카-콜라 송'에 트렌디한 비트와 뉴진스만의 독보적 음색이 더해진 곡으로 음원 차트 상위권에 오르는 등 뜨거운 반응을 얻고 있다.이번에 공개된 사진 속에서 뉴진스는 Z세대 아이콘답게 누구나 쉽게 따라 할 수 없는 독보적인 매력을 맘껏 뽐내며 눈길을 끈다. 코카-콜라 제로의 짜릿함을 생생하고 상큼한 표정으로 나타냈다.본지와 전화 통화한 코카콜라 관계자는 ""뉴진스와 코카-콜라 제로가 함께 하는 짜릿한 순간을 흥미롭게 담아낸 'Zero' 뮤직비디오가 많은 사랑을 받고 있다""며 ""뉴진스와 다양한 컬래버레이션 활동을 이어갈 계획이다다""고 전했다.",https://www.starnewskorea.com/stview.php?no=2023050213502795001,"뉴진스,코카,콜라,공개,제로"
"뉴진스·카카오 장윤중, '美 영향력 있는 아시아인 100인' 선정","비영리단체 골드하우스 선정 'A100' 목록 올라뉴진스 [어도어 제공. 재판매 및 DB 금지](서울=연합뉴스) 임지우 기자 = 그룹 뉴진스와 카카오엔터테인먼트의 장윤중 글로벌전략담당(GSO)이 미국 비영리단체 골드하우스가 발표한 2023년 '미국에서 가장 영향력 있는 아시아인 100인'에 선정됐다.뉴진스와 장 GSO는 골드하우스가 지난 1일(현지 시간) 홈페이지를 통해 공개한 'A100' 명단에 이름을 올렸다.'A100'은 아시아 태평양 지역의 문화예술인을 지원하는 비영리 단체 골드하우스(Gold House)에서 매년 미국 문화와 사회에 큰 영향을 끼친 아시아인 100명을 선정해 발표하는 명단이다.광고카카오엔터 장윤중 글로벌 담당 임원 [카카오엔터 제공. 재판매 및 DB 금지]골드하우스 측은 뉴진스를 두고 ""솔직하고 독창적인 음악으로 케이팝의 지평을 넓힌 그룹""이라며 ""최근 글로벌 히트곡 '디토'와 'OMG'로 빌보드 '핫100' 차트에 진입하는 등 여러 기록을 세우고 있다""고 선정 이유를 밝혔다.장윤중 GSO에 대해서는 ""한국 음악 산업을 주도하고 있는 카카오엔터테인먼트에서 음악 부문 글로벌 전략을 총괄하며 아이브, 더보이즈 등 산하 레이블 아티스트들이 글로벌 팬들에게 다가갈 수 있도록 하는 데 중추적 역할을 하고 있다""고 설명했다.장 GSO는 앞서 미국의 음악 전문 매체 빌보드가 지난 달 발표한 세계 음악계에서 영향력 있는 인물인 '빌보드 인터내셔널 파워플레이어스'에 선정되기도 했다.올해 'A100' 명단에는 야구선수 쇼헤이 오타니, 디자이너 안나 수이 등이 이들과 함께 이름을 올렸다.지난해에는 윤여정, '오징어 게임' 황동혁 감독, 이정재, 이민진 작가 등이 선정됐다.wisefool@yna.co.kr제보는 카카오톡 okjebo <저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",https://www.yna.co.kr/view/AKR20230502119600005?input=1195m,"선정,골드,하우스,카카오,글로벌"
"뉴진스 다니엘, '인어공주' 에리얼 더빙 맡나…실루엣 공개","연한 핑크빛 립스틱을 바른 입술, 은은한 살굿빛 눈두덩이와 양 볼. 요즘 젊은 외국인 여성들이 사회관계망서비스(SNS)에 올리는 'K팝 아이돌 메이크업' 영상에서의 모습이다.전 세계적으로 블랙핑크, 아이브, 뉴진스 등 'K팝 여자 아이돌'이 큰 인기를 끌면서 이들이 주로 하는 '한국 아이돌 메이크업'에 대한 관심이 높아지고 있다. 한국의 아이돌에 대한 관심이 '실제로 그들의 스타일을 닮고 싶다', '따라 해보고 싶다'라는 생각으로 이어진 것. 이에 온라인상에서는 K팝 여자 아이돌의 화장법을 따라 하는 영상이 하나의 트렌드로 자리 잡았다.K팝 여자 아이돌의 메이크업 스타일을 따라 하는 등 'K-뷰티'에 대한 관심은 수치로도 증명됐다. 대한상공회의소가 최근 급증하고 있는 외국인 관광객들의 쇼핑 트렌드를 분석하기 위해 '외국인 관광객 선호 K-상품군'을 조사한 결과, 외국인들이 가장 선호하는 상품군은 '의류 및 피혁류(30.8%)' 다음으로 '화장품 및 향수(30.0%)'가 2위를 차지했다. 국적 관계없이 화장품 등 상품선택 기준으로 우선 고려한 것 중 하나가 '한국적 상품(18.3%)'일 정도다.한국에서 거주하며 한국 화장품을 사용해 후기를 전하는 블로거 나호프 씨는 자신의 블로그에 한국식 메이크업만의 특징인 애교살을 강조해 청순함을 드러내는 메이크업을 즐긴다고 밝히며 ""(최근에) 연한 분홍빛이 나는 애교살 라이너(한국 제품)를 구매했는데, 내 얼굴을 부드럽고 여성스러운 이미지로 만들어줘서 자주 사용하고 있다""고 말했다.유튜브나 틱톡, 인스타그램 등 동영상 공유 플랫폼에 '한국식 메이크업', '한국 아이돌 메이크업' 등의 검색어를 입력하면, 외국인 여성들이 한국의 화장품 등을 이용해 해당 메이크업 챌린지를 선보이는 영상들을 쉽게 찾아볼 수 있다. 특히 틱톡에서는 인기 걸그룹 아이브의 멤버 장원영의 메이크업을 따라 하는 영상들이 눈에 띈다. 얼굴에서 특정한 부위에, 과한 포인트를 주는 것이 아닌, 특유의 청순한 느낌 살린 메이크업을 따라 하는 것이다.한국식 메이크업은 '진하지 않은 이목구비 표현으로 개개인의 얼굴별 장점을 극대화해준다'는 평가를 받는다. 메이크업 아티스트로 활동 중인 류모 씨(28)는 ""미국인들은 음영을 확실하게 주는 '컨투어링 메이크업'을 선호하는 모습을 보여왔다. 성숙해 보이고 고혹적이거나, 화려한 분위기를 자아내는 메이크업 방식이다""면서 ""요즘 간간이 메이크업을 받으러 오는 외국인 손님들 말을 들어보면 한국의 여자 아이돌처럼 청순하게 해달라는 사람들이 부쩍 늘었다. 그게 더 예뻐 보인다고 하더라""고 말했다.한국식 메이크업을 여러 차례 선보여 유튜브 스타가 된 사례도 있다. '한국식 메이크업 튜토리얼' 영상으로 유명한 우크라이나계 러시아 모델이자 유튜버 다샤 타란은 ""한국식 메이크업을 전수받은 뒤로 한국식 메이크업에 빠져들었다""며 화장하는 순서부터 방법 모두 한국인 뷰티 유튜버들이 하는 것과 비슷한 방법으로 진행한다. 한국식 화장법만으로 구독자 176만명을 보유한 유튜브 스타가 됐다.베트남 하노이 출신의 한 뷰티 유튜버는 자신의 유튜브 채널에 한국식 화장법의 특징을 소개하는 영상을 올려 외국인들 사이 화제가 됐다. 영상에서 그는 ""한국식 화장법의 특징은 자연스러운 피부 표현인데, 즉 화사하면서 자연스럽게 피부를 표현해야 한다는 것""이라며 ""진하지 않게 눈 화장을 하고, 흰색 하이라이터를 아래에 발라 애교살을 강조해 주면 되고, 블러셔로 생기를 주면 어려 보이는 메이크업이 된다""고 설명했다.이 같은 인기에 힘입어 지난 2월 한국방문위원회는 외국인 관광객이 몰리는 명동의 K-뷰티 체험·홍보관 '뷰티플레이'에서 20~30대 외국인 여성 방한객들이 K-뷰티 콘텐츠를 직접 경험하고 소통할 수 있는 자리를 마련했다. 지난 1월에는 주독일한국문화원이 독일인들을 대상으로 K-뷰티에 대한 정보를 전달하고, 한국식 화장법을 소개하는 자리를 가지기도 했다.전문가들은 외국인들이 K팝 여자 아이돌만의 메이크업 스타일을 따라 하는 것은, 단순히 K팝 콘텐츠의 인기가 아니라 한국 여자 아이돌의 메이크업 방식 등 'K-스타일'의 브랜드 가치를 선호하는 성향이 반영된 것이라고 분석했다.김헌식 대중문화평론가는 ""K팝이 대세인 것도 있지만, SNS상에서 '나는 인종차별 의식이 없다', '열려있는 사람이다'는 것을 알려주고 싶은 목표도 있을 것""이라며 ""K팝 여자 아이돌의 스타일은 최근 외국인들이 봤을 때도 '트렌디'하다는 평가를 받는 만큼, 자신도 그것을 따라 하고 보여주며 SNS상에서 과시하고 싶은 마음이 반영된 것도 있다""고 설명했다.이어 ""SNS, 유튜브 등이 워낙 발달해있어 트렌디한 스타일을 검색하다가 한국 아이돌 사진이나 영상 등을 접하면 그들이 하고 나온 메이크업을 보며 '예뻐 보인다'는 시선을 가질 것""이라며 ""외국인들 입장에서는 그간 해보지 못했던 스타일을 자신에게 입혀가며 트렌디한 스타일을 찾아가는 재미를 느끼는 것으로 보인다""고 덧붙였다.그러면서 ""외국인들이 한국의 메이크업을 따라 하고 하는 문화를 낯설게 생각할 필요는 없고, 전 세계적인 트렌드 중 하나로 꼽히는 '한국 아이돌만의 스타일'을 따라가는 것이라고 보면 된다""고 말했다.김세린 한경닷컴 기자 celine@hankyung.com",https://www.hankyung.com/entertainment/article/202305026851H,"메이크업,한국,아이돌,외국인,스타일"
‘뉴진스의 아버지’ 250부터 모니카까지…“오늘을 살아가는 우리의 이야기”,"동시대 예술의 신선한 경험세종문화회관 ‘싱크 넥스트 23’‘지금’, ‘여기’를 살고 있는 예술가들의 이야기를 통해 ‘오늘’을 그려가는 세종문화회관의 컨템퍼러리 축제인 ‘싱크 넥스트 23’(7월 6일~9월 10일, 세종문화회관 S씨어터) 출연자들.[세종문화회관 제공][헤럴드경제=고승희 기자] 그룹 뉴진스의 프로듀서인 250, ‘스우파’(스트릿 우먼 파이터) 열풍의 주역인 댄서 모니카, ‘조선팝’의 세계화를 이끈 이날치까지…. ‘오늘’을 살아가는 예술가들의 ‘고민’이 무대에서 폭발한다.“예술가의 직업은 많은 사람을 위로하는 일이라 생각하고 있어요. 다양한 작업으로 고단한 사람들에게 위로를 만들어주죠. 동시에 한 존재로 살아가는 사람들이기도 하고요. 그 모습을 보여주고자 했습니다.” (이랑)이 무대엔 ‘주제를 위한 주제’는 없다. 오직 ‘지금’, ‘여기’를 살고 있는 예술가들의 이야기를 통해 ‘오늘’을 그려간다. 세종문화회관의 여름 컨템퍼러리 축제인 ‘싱크 넥스트 23’(7월 6일~9월 10일, 세종문화회관 S씨어터)이다.지난해 처음 시작한 ‘싱크 넥스트 23’은 관습적으로 구분해온 장르와 형식의 경계를 벗고, 신선한 무대를 보여주고자 마련된 두 달간의 공연 축제다. 실험과 도전을 통해 동시대를 이끄는 다양한 장르의 예술가를 선정, 음악·춤·연극·스탠드업 코미디 등 다양한 무대를 보여준다. 지난해 첫 시즌엔 객석의 70~80% 정도를 채우며 의미있는 성과를 냈다.안호상 세종문화회관 사장 [세종문화회관 제공]안호상 세종문화회관 사장은 “해외 프로듀서를 만나면 한국의 컨템퍼러리를 소개해달라는 이야기를 많이 듣는다”며 “컨템퍼러리 자체가 동시대성을 담는 하나의 탈장르라고 생각했다. 지금 이 시점에 서울의 예술가들이 자신의 관점에서 주목하고 있는 고민을 담고, 이들이 왜 이런 작품을 만들어내는지를 들여다보고 고민해야 한다는 취지로 마련한 무대다”라고 말했다.올해엔 총 12편의 작품을 통해 33회 공연을 이어간다. 공연은 가변형 블랙박스인 S씨어터에서 열린다. 무대와 객석이 고정되지 않아 예술가들의 상상력으로 자유롭게 변형 가능하다. 기존 세종문화회관 대극장이나 체임버홀처럼 보수적인 무대가 아니라는 점은 새로운 시각과 아이디어를 품게 한다. 안 사장은 “세종문화회관이 그동안 우리 존재에 억눌려 사회가 요구하는 복잡한 활동들에 비해 단조로웠다는 생각을 한다”며 “지금 대중이 기대하는 예술활동을 품고자 했다”고 강조했다.뉴진스의 ‘하입 보이’, ‘어텐션’을 프로듀싱하며 세계 무대에서 주목받은 250 [세종문화회관 제공]‘싱크 넥스트 23’엔 현재 대한민국 예술계를 이끄는 ‘핫’한 예술가들이 총출동한다. 뉴진스의 ‘하입 보이’, ‘어텐션’을 프로듀싱하며 세계 무대에서 주목받은 250은 ‘싱크 넥스트23’을 통해 첫 단독 무대 ‘아직도 모르시나요’(7월 15일)를 선보인다. 그는 “지난해 냈던 앨범 ‘뽕’은 슬픔과 애수를 마음에 두고 몸을 신나는 리듬에 맞춰서 춤을 추면서 느껴지는 갭(차이)을 즐기는 것이었다”며 “이번 공연은 그 앨범의 감성을 조금 더 입체적으로 느낄 수 있도록 준비하고 있다. 세종스러우면서도 더 자유로운 콜라텍이나 무도회장의 분위기로 만들 생각이다”고 말했다.이날치는 지난해에 이어 두 번째 출연이다. 새 멤버 영입 이후 선보이는 무대(‘이날치_싱크 넥스트 23’, 8월 3∼5일)다. 이날치 안이호는 “판소리 다섯 바탕을 벗어나 깊은 고민 없이도 일상에서 받아들일 수 있는 보다 확장된 이야기를 담아낸 새 앨범 작업을 기반으로 한 무대를 펼쳐볼 예정”이라고 했다.다양한 장르를 초월한 신선한 공연이 많다. 한국 현대무용신의 대표 안무가 김재덕을 비롯한 여섯 팀의 ‘몸으로 몸한다’(7월 6~8일)로 시작하는 ‘싱크 넥스트 23’은 ▷ ‘물질’(7월 20~23일) ▷‘그러면 사랑 얘기는 누가 하지’(7월 28~30일) ▷‘테라리움’(8월 12~13일) ▷‘광광, 굉굉’(8월 15일) ▷‘우주 양자 마음’(8월 24~27일) ▷‘백현진 쑈: 공개방송’(9월 1~3일) 등의 공연을 이어간다. 싱어송라이터이자 영화감독인 이랑과 드래그 아티스트인 모어의 낭독과 음악, 퍼포먼스, 시로 구성한 ‘왜 내가 너의 친구라고 말하지 않는 것인가’(8월 8일), 디자이너 겸 연출가인 정구호와 안무가 김성호는 학교 폭력에 주목한 창작 무용 ’그리멘토‘(9월 7~10일)도 주목할 만하다.댄서 모니카 [세종문화회관 제공]댄스 크루 프라우드먼의 리더 모니카와 음악가 시피카(CIFIKA)는 ‘쓰인 적 없는 ㅅ(시옷)’(8월 18~20일)을 올린다. 10대 후반부터 20~30대까지 아우를 수 있는 쉬운 공연을 지향한다. 모니카는 “삶 속에서 파생되는 언어를 찾아보고, 각자의 경험을 통해 텍스트가 주는 파장과 비언어로 번역했을 때 다가오는 우리의 춤사위 효과를 통해 쉽고 따뜻한 공연을 만들고 싶다”며 “어려운 단어보다는 친절한 단어를 말할 수 있는 공연이 되고자 한다”고 말했다.“‘스우파’를 통해 프라우드먼이 공격적인 팀으로 알려졌는데, 사실 저희의 모토는 다른 사람의 슬픔을 나의 슬픔으로 느끼는 춤을 추는 거예요. 이 공연이 공감과 위로의 무대가 되길 바랍니다.” (모니카)shee@heraldcorp.com",http://news.heraldcorp.com/view.php?ud=20230504000030,"세종,문화,회관,무대,공연"
